scan_label,edm_id,group,model_x,model_y,model_z,nearest_scan_id,scan_pixel,equivalent_path_mm,incident_green_gauss_percent,born_response_percent,note,v53_layer,amplitude_note,hardware_note,validation_note
PA1_TO_C1,EDM_01,C1,96.1,145.1,-51.8,170,308.2313276057867,39.17329801157564,8.876583203616898,9.764241523978589,"Relative amplitude, not calibrated dB; wedge path not yet included","Final two 3D scans, PA1->C1 and PA2->C2","Relative normalized amplitude, not calibrated dB","Wedge path, pitch, gap and Sonaxis real probe data not yet included",Fusion geometry remains master reference for PA and C curves
PA1_TO_C1,EDM_02,C1,94.0,176.9,-51.8,158,286.48088601372956,37.404907839992276,27.704195850036985,30.474615435040686,"Relative amplitude, not calibrated dB; wedge path not yet included","Final two 3D scans, PA1->C1 and PA2->C2","Relative normalized amplitude, not calibrated dB","Wedge path, pitch, gap and Sonaxis real probe data not yet included",Fusion geometry remains master reference for PA and C curves
PA1_TO_C1,EDM_03,C1,67.8,160.4,-51.8,148,268.34476891791627,45.73681651456877,42.9760256065197,47.27362816717167,"Relative amplitude, not calibrated dB; wedge path not yet included","Final two 3D scans, PA1->C1 and PA2->C2","Relative normalized amplitude, not calibrated dB","Wedge path, pitch, gap and Sonaxis real probe data not yet included",Fusion geometry remains master reference for PA and C curves
PA1_TO_C1,EDM_04,C1,61.4,191.7,-51.8,137,248.40527287432943,38.89738831082026,13.951719044130137,15.346890948543152,"Relative amplitude, not calibrated dB; wedge path not yet included","Final two 3D scans, PA1->C1 and PA2->C2","Relative normalized amplitude, not calibrated dB","Wedge path, pitch, gap and Sonaxis real probe data not yet included",Fusion geometry remains master reference for PA and C curves
PA1_TO_C1,EDM_05,C1,24.5,199.8,-51.8,113,204.88707271058695,42.629800050891205,5.939486343618762,6.533434977980639,"Relative amplitude, not calibrated dB; wedge path not yet included","Final two 3D scans, PA1->C1 and PA2->C2","Relative normalized amplitude, not calibrated dB","Wedge path, pitch, gap and Sonaxis real probe data not yet included",Fusion geometry remains master reference for PA and C curves
PA1_TO_C1,EDM_06,C1,0.0,174.1,-51.8,98,177.69145626963123,56.72340219768954,8.147186679777032,8.961905347754737,"Relative amplitude, not calibrated dB; wedge path not yet included","Final two 3D scans, PA1->C1 and PA2->C2","Relative normalized amplitude, not calibrated dB","Wedge path, pitch, gap and Sonaxis real probe data not yet included",Fusion geometry remains master reference for PA and C curves
PA1_TO_C1,EDM_07,C1,-33.2,199.0,-51.8,78,141.42950085073494,39.1400554062269,52.17356838345139,57.390925221796536,"Relative amplitude, not calibrated dB; wedge path not yet included","Final two 3D scans, PA1->C1 and PA2->C2","Relative normalized amplitude, not calibrated dB","Wedge path, pitch, gap and Sonaxis real probe data not yet included",Fusion geometry remains master reference for PA and C curves
PA1_TO_C1,EDM_08,C1,-66.6,160.8,-51.8,50,90.65573456506006,42.2336479128327,14.15976214487118,15.5757383593583,"Relative amplitude, not calibrated dB; wedge path not yet included","Final two 3D scans, PA1->C1 and PA2->C2","Relative normalized amplitude, not calibrated dB","Wedge path, pitch, gap and Sonaxis real probe data not yet included",Fusion geometry remains master reference for PA and C curves
PA2_TO_C2,EDM_09,C2,-99.9,174.7,-51.8,20,36.2524574405657,41.232222866812684,13.597866408402874,14.957653049243163,"Relative amplitude, not calibrated dB; wedge path not yet included","Final two 3D scans, PA1->C1 and PA2->C2","Relative normalized amplitude, not calibrated dB","Wedge path, pitch, gap and Sonaxis real probe data not yet included",Fusion geometry remains master reference for PA and C curves
PA2_TO_C2,EDM_10,C2,-121.5,160.5,-51.8,1,1.8085252245566599,29.41401068947149,64.84327591487558,71.32760350636315,"Relative amplitude, not calibrated dB; wedge path not yet included","Final two 3D scans, PA1->C1 and PA2->C2","Relative normalized amplitude, not calibrated dB","Wedge path, pitch, gap and Sonaxis real probe data not yet included",Fusion geometry remains master reference for PA and C curves
PA2_TO_C2,EDM_11,C2,-188.0,118.6,-51.8,0,0.0,83.39459227281986,0.0304413128700257,0.03348544415702827,"Relative amplitude, not calibrated dB; wedge path not yet included","Final two 3D scans, PA1->C1 and PA2->C2","Relative normalized amplitude, not calibrated dB","Wedge path, pitch, gap and Sonaxis real probe data not yet included",Fusion geometry remains master reference for PA and C curves
